VARIABLE,DESCRIPTION,TYPE,UNITS,MINIMUM,MAXIMUM,CODED_VALUES,COMMENT
DADCTRY,Dads birth country,"Integer, Encoded Value ",,1 ,99 ,65=65 S. America,"'Gated field', defined as a data that will not be released to dbGaP until all subjects have been enrolled, and data is reviewed to confirm that there is no possibility of subject identification. Merged to general region, see DEM notes.  "
DADCTRY,Dads birth country,"Integer, Encoded Value ",,1 ,99 ,66=66 Virgin Islands,"'Gated field', defined as a data that will not be released to dbGaP until all subjects have been enrolled, and data is reviewed to confirm that there is no possibility of subject identification. Merged to general region, see DEM notes.  "
DADCTRY,Dads birth country,"Integer, Encoded Value ",,1 ,99 ,67=67 Other,"'Gated field', defined as a data that will not be released to dbGaP until all subjects have been enrolled, and data is reviewed to confirm that there is no possibility of subject identification. Merged to general region, see DEM notes.  "
DADCTRY,Dads birth country,"Integer, Encoded Value ",,1 ,99 ,99=99 Unknown/Refused,"'Gated field', defined as a data that will not be released to dbGaP until all subjects have been enrolled, and data is reviewed to confirm that there is no possibility of subject identification. Merged to general region, see DEM notes.  "
DADCTRY,Dads birth country,"Integer, Encoded Value ",,1 ,99 ,70=70 C.Africa,"'Gated field', defined as a data that will not be released to dbGaP until all subjects have been enrolled, and data is reviewed to confirm that there is no possibility of subject identification. Merged to general region, see DEM notes.  "
DADCTRY,Dads birth country,"Integer, Encoded Value ",,1 ,99 ,71=71 SE Asia ,"'Gated field', defined as a data that will not be released to dbGaP until all subjects have been enrolled, and data is reviewed to confirm that there is no possibility of subject identification. Merged to general region, see DEM notes.  "
DADCTRY_C,Dads birth country - coded fields,String ,,,,,
dsuotrpd,Calculated field based on number of days between subjects last oral treatment and subject's day of enrollment/first sampling,Integer ,days ,-9999999999 ,9999999999 ,,
DSUSCRN,Screened more than once,"Integer, encoded value ",,0 ,1 ,0=No,
DSUSCRN,Screened more than once,"Integer, encoded value ",,0 ,1 ,1=Yes ,
DSUSCRN_C,Screened more than once - coded fields,String ,,,,,
DSUFSCRN,Failed screening,"Integer, encoded value ",,0 ,1 ,0=No,
DSUFSCRN,Failed screening,"Integer, encoded value ",,0 ,1 ,1=Yes ,
DSUFSCRN_C,Failed screening - coded fields,String ,,,,,
dsufscpd,Calculated field based on number of days between subjects day of failed screening and subject's day of enrollment/first sampling,Integer ,days ,-9999999999 ,9999999999 ,,
DSUFORAL,Failed oral scrn,"Integer, encoded value ",,0 ,9 ,0=No,
DSUFORAL,Failed oral scrn,"Integer, encoded value ",,0 ,9 ,1=Yes,
DSUFORAL,Failed oral scrn,"Integer, encoded value ",,0 ,9 ,9=NA ,
DSUFORAL_C,Failed oral scrn - coded fields,String ,,,,,
DSUFSKIN,Failed skin scrn,"Integer, encoded value ",,0 ,9 ,0=No,
DSUFSKIN,Failed skin scrn,"Integer, encoded value ",,0 ,9 ,1=Yes,
DSUFSKIN,Failed skin scrn,"Integer, encoded value ",,0 ,9 ,9=NA ,
DSUFSKIN_C,Failed skin scrn - coded fields,String ,,,,,
DSUFPHY,Failed physical scrn,"Integer, encoded value ",,0 ,9 ,0=No,
DSUFPHY,Failed physical scrn,"Integer, encoded value ",,0 ,9 ,1=Yes,
DSUFPHY,Failed physical scrn,"Integer, encoded value ",,0 ,9 ,9=NA ,
DSUFPHY_C,Failed physical scrn - coded fields,String ,,,,,
DSUFDRUG,Failed drug use scrn,"Integer, encoded value ",,0 ,9 ,0=No,
DSUFDRUG,Failed drug use scrn,"Integer, encoded value ",,0 ,9 ,1=Yes,
DSUFDRUG,Failed drug use scrn,"Integer, encoded value ",,0 ,9 ,9=NA ,
DSUFDRUG_C,Failed drug use scrn - coded fields,String ,,,,,
DSUFVAG,Failed vaginal scrn,"Integer, encoded value ",,0 ,9 ,0=No,
DSUFVAG,Failed vaginal scrn,"Integer, encoded value ",,0 ,9 ,1=Yes,
DSUFVAG,Failed vaginal scrn,"Integer, encoded value ",,0 ,9 ,9=NA ,
DSUFVAG_C,Failed vaginal scrn - coded fields,String ,,,,,
DSUFOT,Failed scrn other,"Integer, encoded value ",,0 ,9 ,0=No,
DSUFOT,Failed scrn other,"Integer, encoded value ",,0 ,9 ,1=Yes,
DSUFOT,Failed scrn other,"Integer, encoded value ",,0 ,9 ,9=NA ,
DSUFOT_C,Failed scrn other - coded fields,String ,,,,,
DSUCON,Subject contact,"Integer, encoded value ",,0 ,1 ,0=No,
DSUCON,Subject contact,"Integer, encoded value ",,0 ,1 ,1=Yes ,
DSUCON_C,Subject contact - coded fields,String ,,,,,
dsuvspd,Calculated field based on number of days between subject day of recontact and subject's day of enrollment/first sampling,Integer ,days ,-9999999999 ,9999999999 ,,
DSUZIP,Residence zip code,Integer ,,0 ,999 ,,
DSUDIET,Diet,"Integer, encoded value ",,1 ,5 ,01=01-Meat/fish/poultry at least three days per week,
DSUDIET,Diet,"Integer, encoded value ",,1 ,5 ,02=02-Meat/fish/poultry at least one day but not more than two days per week,
DSUDIET,Diet,"Integer, encoded value ",,1 ,5 ,"03=03-Eggs/cheese/other dairy products, but no meat/fish/poultry",
DSUDIET,Diet,"Integer, encoded value ",,1 ,5 ,"04=04-No animal products at all (no meat/fish/poultry, no eggs/cheese/other dairy products)",
DSUDIET,Diet,"Integer, encoded value ",,1 ,5 ,05=05-No animal products and at least 70% of fruits and vegetables are eaten raw ,
DSUDIET_C,Diet - coded fields,String ,,,,,
DSUBFED,Breast fed as child,"Integer, encoded value ",,0 ,2 ,0=No,
DSUBFED,Breast fed as child,"Integer, encoded value ",,0 ,2 ,1=Yes,
DSUBFED,Breast fed as child,"Integer, encoded value ",,0 ,2 ,2=Don't know/remember ,
DSUBFED_C,Breast fed as child - coded fields,String ,,,,,
DSUBIR,Birth,"Integer, encoded value ",,0 ,2 ,0=Never,
DSUBIR,Birth,"Integer, encoded value ",,0 ,2 ,1=Once,
DSUBIR,Birth,"Integer, encoded value ",,0 ,2 ,2=More than once ,
DSUBIR_C,Birth - coded fields,String ,,,,,
DSUDEV,Delivery type,"Integer, encoded value ",,0 ,3 ,1=1- Vaginal deliveries only,
DSUDEV,Delivery type,"Integer, encoded value ",,0 ,3 ,2=2- Cesarean deliveries only,
DSUDEV,Delivery type,"Integer, encoded value ",,0 ,3 ,3=3- Both vaginal and cesarean deliveries ,
DSUDEV_C,Delivery type - coded fields,,,,,,
